City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
258,Chengde,CN,2022-04-15 18:14:55,40.9725,117.9361,7.36,18,0,1.71,clear sky
259,Birao,CF,2022-04-15 18:14:55,10.2849,22.7882,32.04,11,96,2.25,overcast clouds
260,Lovozero,RU,2022-04-15 18:14:56,68.005,35.0117,-6.21,91,55,3.13,broken clouds
261,Nome,US,2022-04-15 18:14:56,64.5011,-165.4064,2.28,69,100,9.77,overcast clouds
262,Asosa,ET,2022-04-15 18:14:57,10.0667,34.5333,17.24,82,100,1.75,overcast clouds
263,Vidim,RU,2022-04-15 18:14:57,56.4088,103.1106,-0.83,96,100,0.76,overcast clouds
264,Korla,CN,2022-04-15 18:14:57,41.7597,86.1469,11.49,12,0,3.08,clear sky
265,Kutum,SD,2022-04-15 18:14:58,14.2,24.6667,27.76,7,65,4.78,broken clouds
266,Qandala,SO,2022-04-15 18:11:17,11.472,49.8728,30.46,59,63,4.27,broken clouds
267,Kupang,ID,2022-04-15 18:11:13,-10.1667,123.5833,26.18,82,88,2.89,overcast clouds
268,Hervey Bay,AU,2022-04-15 18:14:59,-25.2986,152.8535,20.65,71,84,6.15,broken clouds
269,Ladan,UA,2022-04-15 18:12:19,50.5196,32.5818,11.75,64,98,4.82,overcast clouds
270,Hambantota,LK,2022-04-15 18:14:59,6.1241,81.1185,27.57,80,17,3.32,few clouds
271,Saskylakh,RU,2022-04-15 18:12:14,71.9167,114.0833,-28.71,100,55,2.2,broken clouds
272,Petropavlovka,RU,2022-04-15 18:12:14,50.6114,105.3196,3.08,53,23,1.39,few clouds
273,Chokurdakh,RU,2022-04-15 18:15:00,70.6333,147.9167,-14.64,97,100,1.45,overcast clouds
274,Longyearbyen,SJ,2022-04-15 18:15:00,78.2186,15.6401,-1.09,69,75,3.09,broken clouds
275,Porto Novo,BJ,2022-04-15 18:16:00,6.4965,2.6036,28.25,75,19,4.24,few clouds
276,Broken Hill,AU,2022-04-15 18:16:01,-31.95,141.4333,18.46,40,4,3.06,clear sky
277,Susanville,US,2022-04-15 18:11:40,40.4163,-120.653,9.39,55,61,4.47,broken clouds
278,Riyadh,SA,2022-04-15 18:16:01,24.6877,46.7219,30.08,27,100,5.83,overcast clouds
279,Shitanjing,CN,2022-04-15 18:16:03,39.2342,106.3439,3.73,78,91,6.6,overcast clouds
280,Aksarka,RU,2022-04-15 18:15:00,66.5606,67.7975,-8.99,92,100,2.04,overcast clouds
281,Guiratinga,BR,2022-04-15 18:16:03,-16.3494,-53.7583,26.84,68,63,2.3,broken clouds
282,Dalby,AU,2022-04-15 18:16:03,-27.1833,151.2667,12.21,95,2,3.38,clear sky
283,Sungaipenuh,ID,2022-04-15 18:16:04,-2.0833,101.3833,19.08,97,100,0.39,overcast clouds
284,Shelburne,CA,2022-04-15 18:16:04,44.0787,-80.2041,12.25,44,62,12.14,broken clouds
285,Emmett,US,2022-04-15 18:16:05,43.8735,-116.4993,9.45,50,36,3.27,scattered clouds
286,Uray,RU,2022-04-15 18:16:05,60.1247,64.7758,4.63,100,100,1.06,overcast clouds
287,Maceio,BR,2022-04-15 18:16:05,-9.6658,-35.7353,31.69,62,20,5.66,few clouds
288,Wanning,CN,2022-04-15 18:16:06,18.8003,110.3967,24.63,92,27,4.12,scattered clouds
289,Tutoia,BR,2022-04-15 18:16:06,-2.7619,-42.2744,28.49,75,67,4.31,broken clouds
290,Mwinilunga,ZM,2022-04-15 18:16:07,-11.7358,24.4293,18.27,91,81,0.99,light rain
291,Aquiraz,BR,2022-04-15 18:12:02,-3.9014,-38.3911,31.05,68,58,3.16,broken clouds
292,Roald,NO,2022-04-15 18:16:08,62.5833,6.1333,10.18,87,20,5.14,few clouds
293,Sao Filipe,CV,2022-04-15 18:16:08,14.8961,-24.4956,21.43,78,5,3.4,clear sky
294,Ranong,TH,2022-04-15 18:16:08,9.9658,98.6348,26.31,81,4,1.96,clear sky
295,Asau,RO,2022-04-15 18:16:09,46.4333,26.4,14.6,59,33,2.75,scattered clouds
296,Muscle Shoals,US,2022-04-15 18:14:24,34.7448,-87.6675,24.17,23,81,3.13,broken clouds
297,Castro,BR,2022-04-15 18:16:09,-24.7911,-50.0119,19.36,44,0,2.59,clear sky
298,Itumbiara,BR,2022-04-15 18:16:10,-18.4192,-49.2153,28.57,54,48,2.24,scattered clouds
299,Keita,NE,2022-04-15 18:16:10,14.7551,5.7749,35.09,23,100,4.95,overcast clouds
300,Provideniya,RU,2022-04-15 18:16:10,64.3833,-173.3,-0.6,95,100,8.83,snow
301,Koster,ZA,2022-04-15 18:16:11,-25.863,26.8976,17.33,48,13,2.42,few clouds
302,Seoul,KR,2022-04-15 18:16:03,37.5683,126.9778,9.69,75,0,1.54,clear sky
303,Qui Nhon,VN,2022-04-15 18:16:11,13.7667,109.2333,25.26,93,32,1.8,scattered clouds
304,Bulancak,TR,2022-04-15 18:16:12,40.9372,38.2291,6.9,87,0,1.03,clear sky
305,Kruisfontein,ZA,2022-04-15 18:16:12,-34.0033,24.7314,14.38,56,99,3.07,overcast clouds
306,Makubetsu,JP,2022-04-15 18:16:12,45.3714,141.8211,0.98,68,1,2.04,clear sky
307,Ankazobe,MG,2022-04-15 18:16:13,-18.3167,47.1167,17.63,91,8,2.85,clear sky
308,Alur,IN,2022-04-15 18:16:13,12.9833,75.9833,21.07,86,27,5.25,scattered clouds
309,Neuquen,AR,2022-04-15 18:16:14,-38.9516,-68.0591,25.78,17,1,2.76,clear sky
310,Prieska,ZA,2022-04-15 18:16:14,-29.6641,22.7474,16.91,57,89,9.06,overcast clouds
311,Bucerias,MX,2022-04-15 18:16:14,20.75,-105.3333,25.99,65,75,3.09,broken clouds
312,Glazov,RU,2022-04-15 18:16:15,58.1394,52.6584,0.71,97,100,3.75,light snow
313,Ucar,AZ,2022-04-15 18:16:15,40.519,47.6542,14.98,49,2,4.72,clear sky
314,Te Anau,NZ,2022-04-15 18:12:26,-45.4167,167.7167,12.4,92,86,4.21,light rain
315,Asyut,EG,2022-04-15 18:16:16,27.181,31.1837,26.47,12,1,5.09,clear sky
316,Bairiki,KI,2022-04-15 18:16:16,1.3292,172.9752,26.0,83,40,2.06,scattered clouds
317,Minot,US,2022-04-15 18:16:16,48.2325,-101.2963,-6.88,68,40,9.77,scattered clouds
318,Springbok,ZA,2022-04-15 18:16:17,-29.6643,17.8865,15.59,33,0,4.07,clear sky
319,Nisia Floresta,BR,2022-04-15 18:16:17,-6.0911,-35.2086,31.45,59,51,4.69,broken clouds
320,Mandera,KE,2022-04-15 18:16:18,3.9366,41.867,27.49,58,100,5.76,overcast clouds
321,Dikson,RU,2022-04-15 18:14:59,73.5069,80.5464,-6.78,95,100,5.51,light snow
322,Bubaque,GW,2022-04-15 18:16:18,11.2833,-15.8333,23.64,75,6,7.93,clear sky
323,Klaksvik,FO,2022-04-15 18:17:19,62.2266,-6.589,10.51,97,100,6.64,overcast clouds
324,Naila,DE,2022-04-15 18:17:19,50.3167,11.7,9.23,81,75,3.58,broken clouds
325,Kumluca,TR,2022-04-15 18:17:19,36.3703,30.2869,17.71,54,0,2.52,clear sky
326,Portland,US,2022-04-15 18:13:23,45.5234,-122.6762,8.95,81,40,2.57,scattered clouds
327,Bilibino,RU,2022-04-15 18:17:20,68.0546,166.4372,-14.03,93,52,1.93,broken clouds
328,Vryburg,ZA,2022-04-15 18:17:20,-26.9566,24.7284,17.69,70,63,2.79,moderate rain
329,Sorland,NO,2022-04-15 18:17:21,67.667,12.6934,3.9,65,99,5.93,overcast clouds
330,Hauzenberg,DE,2022-04-15 18:17:21,48.65,13.6333,12.73,69,59,3.17,broken clouds
331,Octeville,FR,2022-04-15 18:17:22,49.6261,-1.6435,15.27,67,0,1.54,clear sky
332,Salalah,OM,2022-04-15 18:16:04,17.0151,54.0924,27.05,89,75,2.57,broken clouds
333,Kitami,JP,2022-04-15 18:17:22,43.8031,143.8908,-1.6,78,92,0.31,overcast clouds
334,Ponta Do Sol,PT,2022-04-15 18:16:26,32.6667,-17.1,20.95,71,64,2.05,broken clouds
335,Atar,MR,2022-04-15 18:17:23,20.5169,-13.0499,35.18,6,0,4.45,clear sky
336,Arlit,NE,2022-04-15 18:17:23,18.7369,7.3853,34.43,7,39,5.57,scattered clouds
337,Ancud,CL,2022-04-15 18:17:24,-41.8697,-73.8203,15.13,78,65,1.63,broken clouds
338,Jiangyou,CN,2022-04-15 18:17:24,31.7667,104.7167,10.19,88,100,1.65,overcast clouds
339,Nurota,UZ,2022-04-15 18:17:24,40.5614,65.6886,21.16,29,66,3.92,broken clouds
340,Paita,PE,2022-04-15 18:17:25,-5.0892,-81.1144,24.14,67,43,7.38,scattered clouds
341,Puerto Varas,CL,2022-04-15 18:17:25,-41.3195,-72.9854,13.46,79,83,1.14,broken clouds
342,Si Racha,TH,2022-04-15 18:17:26,13.1737,100.9311,29.68,70,0,5.39,clear sky
343,Mangrol,IN,2022-04-15 18:17:26,21.1167,70.1167,26.78,74,0,3.41,clear sky
344,Saint-Pierre,RE,2022-04-15 18:17:27,-21.3393,55.4781,24.95,78,0,2.57,clear sky
345,Kucevo,RS,2022-04-15 18:17:27,44.4775,21.67,14.4,57,63,0.79,broken clouds
346,Pisco,PE,2022-04-15 18:17:27,-13.7,-76.2167,22.03,68,0,7.72,clear sky
347,Porto De Moz,BR,2022-04-15 18:17:28,-1.7483,-52.2383,27.65,84,87,2.26,overcast clouds
348,Oranjemund,NA,2022-04-15 18:14:58,-28.55,16.4333,13.85,82,0,9.48,clear sky
349,Mackenzie,CA,2022-04-15 18:17:28,55.2999,-123.1698,-0.88,43,75,4.63,broken clouds
350,Kaka,TM,2022-04-15 18:17:29,37.3482,59.6143,18.53,42,100,4.25,overcast clouds
351,Benghazi,LY,2022-04-15 18:17:29,32.1167,20.0667,24.41,25,71,18.36,broken clouds
352,Eyl,SO,2022-04-15 18:17:29,7.9803,49.8164,27.88,80,75,5.05,broken clouds
353,Balkanabat,TM,2022-04-15 18:17:30,39.5108,54.3671,14.65,47,99,5.18,overcast clouds
354,Port Blair,IN,2022-04-15 18:17:30,11.6667,92.75,26.02,94,20,1.03,mist
355,Flin Flon,CA,2022-04-15 18:17:31,54.7682,-101.865,-6.09,38,100,3.09,overcast clouds
356,Kavieng,PG,2022-04-15 18:17:31,-2.5744,150.7967,27.1,82,73,3.91,light rain
357,Grand-Bourg,GP,2022-04-15 18:17:32,15.8835,-61.3148,29.97,74,4,7.22,clear sky
358,Calahorra,ES,2022-04-15 18:17:32,42.3051,-1.9652,23.95,56,0,4.51,clear sky
359,Anyang,CN,2022-04-15 18:17:32,36.0994,114.3289,9.28,27,100,0.86,overcast clouds
360,Ayan,RU,2022-04-15 18:17:33,56.45,138.1667,-6.3,92,58,4.09,broken clouds
361,Saint Anthony,US,2022-04-15 18:17:33,45.0205,-93.218,0.44,50,20,10.29,few clouds
362,Rio Hato,PA,2022-04-15 18:16:31,8.3833,-80.1667,32.3,62,75,4.12,broken clouds
363,Vestmanna,FO,2022-04-15 18:17:34,62.1564,-7.1664,9.51,87,100,6.69,overcast clouds
364,Shache,CN,2022-04-15 18:17:34,38.4167,77.2406,21.51,20,10,2.32,clear sky
365,Yar-Sale,RU,2022-04-15 18:17:35,66.8333,70.8333,-7.92,89,98,2.7,overcast clouds
366,Harper,LR,2022-04-15 18:17:35,4.375,-7.7169,27.55,80,100,3.02,overcast clouds
367,Asfi,MA,2022-04-15 18:17:35,32.2994,-9.2372,21.01,60,4,11.88,clear sky
368,Cap Malheureux,MU,2022-04-15 18:17:36,-19.9842,57.6142,23.59,86,10,2.24,clear sky
369,Burley,US,2022-04-15 18:17:36,42.5357,-113.7928,3.98,67,75,5.81,broken clouds
370,Flagstaff,US,2022-04-15 18:16:42,35.1981,-111.6513,15.81,18,0,8.75,clear sky
371,Myitkyina,MM,2022-04-15 18:18:37,25.3833,97.4,22.23,74,32,1.45,scattered clouds
372,Dharchula,IN,2022-04-15 18:17:16,29.85,80.5333,16.45,32,35,3.27,scattered clouds
373,Saint-Philippe,RE,2022-04-15 18:18:37,-21.3585,55.7679,24.77,84,49,6.79,light rain
374,Ostrovnoy,RU,2022-04-15 18:18:37,68.0531,39.5131,-4.84,95,84,2.61,broken clouds
375,Inhambane,MZ,2022-04-15 18:15:26,-23.865,35.3833,25.9,88,87,3.26,light rain
376,Vanimo,PG,2022-04-15 18:18:38,-2.6741,141.3028,25.46,88,88,1.64,overcast clouds
377,Zverinogolovskoye,RU,2022-04-15 18:18:39,54.4586,64.8542,13.61,58,73,4.3,broken clouds
378,Mackay,AU,2022-04-15 18:15:14,-21.15,149.2,20.38,69,2,5.15,clear sky
379,Nemuro,JP,2022-04-15 18:18:39,43.3236,145.575,0.87,93,100,7.56,light snow
380,Metu,ET,2022-04-15 18:18:39,8.3,35.5833,15.43,96,100,0.33,light rain
381,Kabinda,CD,2022-04-15 18:18:40,-6.1333,24.4833,20.05,96,92,1.71,overcast clouds
382,Alekseyevsk,RU,2022-04-15 18:18:40,57.8406,108.3492,-2.55,95,100,0.75,overcast clouds
383,Namatanai,PG,2022-04-15 18:18:41,-3.6667,152.4333,26.13,83,74,2.92,light rain
384,Kaeo,NZ,2022-04-15 18:18:41,-35.1,173.7833,12.0,84,100,1.69,overcast clouds
385,Bac Lieu,VN,2022-04-15 18:18:41,9.285,105.7244,27.99,79,92,2.82,overcast clouds
386,Chapais,CA,2022-04-15 18:18:42,49.7834,-74.8492,3.88,53,93,6.33,overcast clouds
387,Goderich,CA,2022-04-15 18:15:15,43.7501,-81.7165,8.84,46,84,9.77,broken clouds
388,Praia Da Vitoria,PT,2022-04-15 18:18:42,38.7333,-27.0667,20.14,64,40,5.35,scattered clouds
389,The Valley,AI,2022-04-15 18:18:43,18.217,-63.0578,27.92,69,20,8.23,few clouds
390,Matagami,CA,2022-04-15 18:17:35,49.7502,-77.6328,3.06,65,40,9.26,scattered clouds
391,Manadhoo,MV,2022-04-15 18:18:43,5.7667,73.3833,29.22,72,23,4.03,few clouds
392,Luangwa,ZM,2022-04-15 18:18:44,-15.6167,30.4167,25.26,70,94,0.84,overcast clouds
393,Acarau,BR,2022-04-15 18:18:45,-2.8856,-40.12,29.02,70,79,4.25,broken clouds
394,Ronda,ES,2022-04-15 18:18:45,36.7423,-5.1671,15.86,74,16,2.17,few clouds
395,Tuatapere,NZ,2022-04-15 18:18:46,-46.1333,167.6833,12.17,92,95,6.18,moderate rain
396,Baiquan,CN,2022-04-15 18:18:46,47.5833,126.0833,5.62,44,30,4.46,scattered clouds
397,Itarema,BR,2022-04-15 18:18:46,-2.9248,-39.9167,29.07,69,79,3.88,broken clouds
398,Havelock,US,2022-04-15 18:18:47,34.8791,-76.9013,23.9,34,0,6.69,clear sky
399,Marawi,PH,2022-04-15 18:18:47,7.9986,124.2928,19.97,93,80,0.53,broken clouds
400,Cooma,AU,2022-04-15 18:18:48,-36.2333,149.1333,6.87,100,100,0.0,overcast clouds
401,Jaque,PA,2022-04-15 18:18:48,7.5175,-78.1703,28.64,78,100,1.76,moderate rain
402,Grand Gaube,MU,2022-04-15 18:17:29,-20.0064,57.6608,24.22,86,12,2.24,few clouds
403,Half Moon Bay,US,2022-04-15 18:18:49,37.4636,-122.4286,18.58,69,0,3.6,clear sky
404,Luwuk,ID,2022-04-15 18:18:49,-0.9516,122.7875,25.55,85,98,1.05,overcast clouds
405,Dunedin,NZ,2022-04-15 18:16:33,-45.8742,170.5036,18.22,41,100,0.89,overcast clouds
406,Emerald,AU,2022-04-15 18:18:50,-23.5333,148.1667,16.3,65,0,1.93,clear sky
407,Gondar,ET,2022-04-15 18:18:51,12.6,37.4667,21.2,41,88,4.39,overcast clouds
408,Padre Paraiso,BR,2022-04-15 18:18:51,-17.0742,-41.4844,26.01,78,35,2.06,scattered clouds
409,Sangar,RU,2022-04-15 18:18:52,63.9242,127.4739,-14.39,93,97,0.67,overcast clouds
410,Kelvington,CA,2022-04-15 18:18:52,52.1667,-103.5343,-7.89,77,100,4.95,overcast clouds
411,Dulce Nombre De Culmi,HN,2022-04-15 18:18:53,15.1,-85.5333,35.13,34,54,2.76,broken clouds
412,Sistranda,NO,2022-04-15 18:18:53,63.7256,8.834,8.98,75,96,3.72,overcast clouds
413,Basco,PH,2022-04-15 18:18:54,20.4487,121.9702,24.67,77,69,10.88,broken clouds
414,Rio Cuarto,AR,2022-04-15 18:19:54,-33.1307,-64.3499,23.6,31,0,9.26,clear sky
415,Katangli,RU,2022-04-15 18:19:55,51.7102,143.2326,-6.71,88,23,2.79,few clouds
416,Hermiston,US,2022-04-15 18:19:55,45.8404,-119.2895,9.7,56,20,4.12,few clouds
417,Shambu,ET,2022-04-15 18:19:55,9.5667,37.1,14.47,68,99,0.44,light rain
418,Berbera,SO,2022-04-15 18:19:56,10.4396,45.0143,29.17,76,86,1.67,overcast clouds
419,Sydney,AU,2022-04-15 18:19:07,-33.8679,151.2073,17.42,89,0,3.09,clear sky
420,Sao Jose Da Coroa Grande,BR,2022-04-15 18:19:56,-8.8978,-35.1478,29.1,65,62,5.32,broken clouds
421,Khor,RU,2022-04-15 18:19:57,47.8861,134.9464,4.5,47,94,5.09,overcast clouds
422,Peleduy,RU,2022-04-15 18:19:57,59.6289,112.7406,-13.46,98,88,0.62,overcast clouds
423,Dubbo,AU,2022-04-15 18:19:58,-32.25,148.6167,12.07,87,84,4.63,broken clouds
424,Jawhar,SO,2022-04-15 18:19:58,2.7809,45.5005,27.0,75,68,5.62,broken clouds
425,Saharsa,IN,2022-04-15 18:19:59,25.8833,86.6,31.11,12,32,3.84,scattered clouds
426,Tishchenskoye,RU,2022-04-15 18:19:59,45.4606,41.6738,10.23,82,94,3.02,overcast clouds
427,Mahon,ES,2022-04-15 18:19:59,39.8885,4.2658,14.31,82,20,4.63,few clouds
428,Sverdlovskiy,RU,2022-04-15 18:20:00,55.9108,38.1536,8.78,94,100,1.83,light rain
429,Slave Lake,CA,2022-04-15 18:20:00,55.2834,-114.769,-0.01,40,20,2.06,few clouds
430,Lorengau,PG,2022-04-15 18:20:01,-2.0226,147.2712,27.29,78,54,2.01,broken clouds
431,Bengkulu,ID,2022-04-15 18:16:04,-3.8004,102.2655,25.36,88,100,1.77,overcast clouds
432,Jalu,LY,2022-04-15 18:20:02,29.0331,21.5482,31.05,10,88,10.16,overcast clouds
433,Dawlatabad,AF,2022-04-15 18:20:02,36.4141,64.9053,23.76,19,16,0.6,few clouds
434,Iqaluit,CA,2022-04-15 18:20:03,63.7506,-68.5145,-12.15,60,20,6.71,few clouds
435,Latung,PH,2022-04-15 18:20:03,5.5,120.8833,27.68,78,73,2.9,broken clouds
436,Zhanaozen,KZ,2022-04-15 18:19:03,43.3,52.8,15.5,34,69,6.45,broken clouds
437,Banda Aceh,ID,2022-04-15 18:20:04,5.5577,95.3222,27.21,79,60,0.98,broken clouds
438,Sona,IT,2022-04-15 18:20:04,45.4388,10.8255,20.51,32,0,2.06,clear sky
439,Show Low,US,2022-04-15 18:20:05,34.2542,-110.0298,17.82,12,0,7.72,clear sky
440,Champerico,GT,2022-04-15 18:20:06,14.3,-91.9167,35.3,61,69,5.71,broken clouds
441,Karacakoy,TR,2022-04-15 18:20:06,41.4029,28.3834,12.91,67,0,2.36,clear sky
442,Yarkovo,RU,2022-04-15 18:20:07,57.4028,67.0786,13.97,62,100,4.43,overcast clouds
443,Butembo,CD,2022-04-15 18:20:07,0.15,29.2833,13.97,99,98,0.89,overcast clouds
444,Campoverde,PE,2022-04-15 18:20:08,-8.4753,-74.8058,22.83,81,100,1.02,light rain
445,Ewa Beach,US,2022-04-15 18:18:45,21.3156,-158.0072,25.24,63,40,4.12,scattered clouds
446,Krasnoselkup,RU,2022-04-15 18:20:08,65.7,82.4667,-1.77,92,100,3.53,overcast clouds
447,Quelimane,MZ,2022-04-15 18:20:09,-17.8786,36.8883,27.97,89,20,4.63,few clouds
448,Kedrovyy,RU,2022-04-15 18:20:09,56.1667,91.8167,4.23,87,70,1.91,broken clouds
449,Nioro,GM,2022-04-15 18:20:10,13.35,-15.75,37.93,12,9,3.93,clear sky
450,Wilmington,US,2022-04-15 18:15:29,34.2257,-77.9447,23.81,37,0,6.69,clear sky
451,Tarko-Sale,RU,2022-04-15 18:20:11,64.9225,77.785,-0.61,96,100,1.08,light snow
452,Raudeberg,NO,2022-04-15 18:20:11,61.9875,5.1352,8.26,73,100,6.92,overcast clouds
453,Koutiala,ML,2022-04-15 18:20:12,12.3917,-5.4642,38.54,20,59,3.3,broken clouds
454,Terney,RU,2022-04-15 18:20:12,45.0503,136.6092,1.67,75,16,1.66,few clouds
455,Nalbari,IN,2022-04-15 18:20:12,26.4456,91.4354,24.99,69,64,1.95,broken clouds
456,Cururupu,BR,2022-04-15 18:18:38,-1.8283,-44.8683,27.6,81,84,2.33,heavy intensity rain
457,Adrar,MR,2022-04-15 18:20:13,20.5022,-10.0711,33.49,8,0,1.49,clear sky
458,Kabompo,ZM,2022-04-15 18:20:13,-13.5927,24.2008,19.23,94,100,2.23,light rain
459,Nayoro,JP,2022-04-15 18:20:14,44.3506,142.4578,-0.37,86,8,1.46,clear sky
460,Waldoboro,US,2022-04-15 18:20:15,44.0954,-69.3756,18.5,31,46,4.59,scattered clouds
461,Margate,GB,2022-04-15 18:21:15,51.3813,1.3862,15.06,83,71,0.89,broken clouds
462,Barcelona,ES,2022-04-15 18:20:00,41.3888,2.159,22.94,55,0,3.09,clear sky
463,Canto Do Buriti,BR,2022-04-15 18:21:16,-8.11,-42.9444,31.26,50,69,1.5,broken clouds
464,Tobol,KZ,2022-04-15 18:21:16,52.6844,62.5794,11.19,59,26,4.87,scattered clouds
465,Amapa,BR,2022-04-15 18:21:17,1.0,-52.0,26.95,90,100,1.16,overcast clouds
466,Monrovia,LR,2022-04-15 18:18:16,6.3005,-10.7969,27.87,78,100,3.73,overcast clouds
467,Deputatskiy,RU,2022-04-15 18:21:18,69.3,139.9,-17.57,86,100,0.95,overcast clouds
468,Zhangye,CN,2022-04-15 18:21:02,38.9342,100.4517,13.05,41,87,1.47,overcast clouds
469,Montorio Al Vomano,IT,2022-04-15 18:21:19,42.5831,13.6383,18.02,86,63,0.28,broken clouds
470,Baykit,RU,2022-04-15 18:21:19,61.67,96.37,0.89,99,100,0.52,overcast clouds
471,Gornyye Klyuchi,RU,2022-04-15 18:21:20,45.25,133.5,3.51,59,6,2.51,clear sky
472,Venice,US,2022-04-15 18:21:20,27.0998,-82.4543,32.25,61,0,6.17,haze
473,Ratnagiri,IN,2022-04-15 18:21:21,16.9833,73.3,27.8,78,42,1.75,scattered clouds
474,Preobrazheniye,RU,2022-04-15 18:21:21,42.9019,133.9064,3.8,68,16,2.67,few clouds
475,Siderno,IT,2022-04-15 18:21:21,38.2779,16.302,17.96,64,100,0.83,overcast clouds
476,Kajaani,FI,2022-04-15 18:21:22,64.2273,27.7285,3.03,48,0,1.54,clear sky
477,Beyneu,KZ,2022-04-15 18:16:51,45.3167,55.2,15.78,31,72,4.41,broken clouds
478,Marfino,RU,2022-04-15 18:21:22,55.7028,37.3822,8.95,81,100,1.0,light rain
479,Kabanjahe,ID,2022-04-15 18:21:23,3.1001,98.4908,18.59,97,100,1.29,overcast clouds
480,Athens,GR,2022-04-15 18:21:23,37.9795,23.7162,18.43,46,0,3.13,clear sky
481,Rio Gallegos,AR,2022-04-15 18:21:24,-51.6226,-69.2181,12.03,76,75,10.29,broken clouds
482,Tibagi,BR,2022-04-15 18:21:24,-24.5094,-50.4136,21.71,37,0,2.29,clear sky
483,Xianyang,CN,2022-04-15 18:21:25,34.3378,108.7026,6.58,93,100,3.0,overcast clouds
484,Nizhneangarsk,RU,2022-04-15 18:21:25,55.7833,109.55,-3.45,88,100,1.98,overcast clouds
485,Oksfjord,NO,2022-04-15 18:21:26,70.2396,22.3479,3.04,87,90,3.17,overcast clouds
486,Faya,SA,2022-04-15 18:16:32,18.3851,42.4509,21.06,39,18,1.84,few clouds
487,Codrington,AU,2022-04-15 18:21:26,-38.2667,141.9667,15.95,93,100,1.34,overcast clouds
488,Turiacu,BR,2022-04-15 18:21:26,-1.6633,-45.3717,26.12,91,94,2.27,light rain
489,Carlsbad,US,2022-04-15 18:19:31,33.1581,-117.3506,23.1,59,0,3.09,clear sky
490,Fortuna,US,2022-04-15 18:18:42,40.5982,-124.1573,11.07,75,0,1.34,clear sky
491,Najran,SA,2022-04-15 18:16:50,17.4924,44.1277,29.36,15,20,1.3,few clouds
492,Seryshevo,RU,2022-04-15 18:21:27,51.0933,128.3786,2.0,84,79,5.78,broken clouds
493,Veraval,IN,2022-04-15 18:19:22,20.9,70.3667,26.7,74,0,3.89,clear sky
494,Visnes,NO,2022-04-15 18:21:28,59.3556,5.2242,8.03,71,45,1.54,scattered clouds
495,Tucurui,BR,2022-04-15 18:21:28,-3.7661,-49.6725,29.99,68,65,1.73,broken clouds
496,Yishui,CN,2022-04-15 18:21:29,35.7847,118.6281,7.6,27,100,1.52,overcast clouds
497,Usinsk,RU,2022-04-15 18:21:29,65.9939,57.5281,-4.63,90,100,5.24,overcast clouds
498,Jalgaon,IN,2022-04-15 18:21:30,21.0167,75.5667,32.34,17,0,5.05,clear sky
499,Haigerloch,DE,2022-04-15 18:21:30,48.3661,8.8036,15.53,63,100,2.61,overcast clouds
500,Neka,IR,2022-04-15 18:21:30,36.6508,53.299,12.73,82,100,2.06,overcast clouds
501,Sur,OM,2022-04-15 18:21:31,22.5667,59.5289,32.16,37,20,4.5,few clouds
502,Apache Junction,US,2022-04-15 18:20:29,33.4151,-111.5496,28.13,9,0,2.57,clear sky
503,Ilo,PE,2022-04-15 18:21:31,-17.6394,-71.3375,21.48,73,0,5.14,clear sky
504,Mon,IN,2022-04-15 18:21:32,26.75,95.1,18.88,82,51,1.36,broken clouds
505,Sault Sainte Marie,CA,2022-04-15 18:19:33,46.5168,-84.3333,2.31,85,100,5.66,overcast clouds
506,Xifeng,CN,2022-04-15 18:22:32,42.7372,124.7222,6.77,31,0,3.97,clear sky
507,Catuday,PH,2022-04-15 18:22:33,16.2923,119.8062,26.62,68,83,3.86,broken clouds
508,Russell,US,2022-04-15 18:22:33,32.3502,-85.1999,27.17,31,0,1.54,clear sky
509,Lira,UG,2022-04-15 18:22:33,2.235,32.9097,17.41,96,99,2.57,light rain
510,Ginda,IN,2022-04-15 18:22:34,30.6945,78.4932,10.99,67,94,3.64,overcast clouds
511,Grand-Santi,GF,2022-04-15 18:22:34,4.25,-54.3833,27.49,79,100,1.76,overcast clouds
512,Zeya,RU,2022-04-15 18:22:35,53.75,127.2667,-2.77,86,99,2.04,overcast clouds
513,Buala,SB,2022-04-15 18:22:35,-8.145,159.5921,24.98,88,100,0.87,light rain
514,Gimli,CA,2022-04-15 18:22:35,50.6336,-96.9907,-7.99,62,100,8.23,overcast clouds
515,Mao,ES,2022-04-15 18:22:36,39.8885,4.2658,14.31,82,20,4.63,few clouds
516,Novyy Urengoy,RU,2022-04-15 18:22:36,66.0833,76.6333,-4.4,93,100,3.44,overcast clouds
517,Pamanukan,ID,2022-04-15 18:22:36,-6.2842,107.8106,25.0,91,55,2.14,broken clouds
518,Kyabe,TD,2022-04-15 18:22:37,9.4515,18.9449,34.15,26,88,2.55,overcast clouds
519,Shugurovo,RU,2022-04-15 18:22:37,54.5083,52.1326,2.25,97,100,6.41,overcast clouds
520,Christchurch,NZ,2022-04-15 18:21:58,-43.5333,172.6333,10.53,90,18,2.06,few clouds
521,Tongzi,CN,2022-04-15 18:22:38,28.7829,105.0877,10.74,94,100,4.39,overcast clouds
522,Antalaha,MG,2022-04-15 18:22:38,-14.9003,50.2788,25.34,85,89,3.73,light rain
